Recency,Frequency,Monetary,R,F,M,RFM_Level,RFM_Score,Cluster
321,11,139.3,1,3,4,LOYAL,8,2
41,14,139.24,4,4,4,VIP,12,2
26,8,139.22,4,2,4,NEW,10,0
234,17,139.1,2,4,4,LOYAL,10,2
39,16,139.1,4,4,4,VIP,12,2
121,16,139.0,3,4,4,VIP,11,2
185,10,138.8,2,3,4,LOYAL,9,0
327,13,138.7,1,3,4,LOYAL,8,2
126,10,138.63,3,3,4,VIP,10,2
21,11,138.6,4,3,4,VIP,11,2
241,16,138.6,2,4,4,LOYAL,10,2
87,16,138.4,3,4,4,VIP,11,2
28,13,138.4,4,3,4,VIP,11,2
10,15,138.26,4,4,4,VIP,12,2
56,16,137.84,4,4,4,VIP,12,2
21,14,137.8,4,4,4,VIP,12,2
130,14,137.7,3,4,4,VIP,11,2
223,12,137.7,2,3,4,LOYAL,9,2
281,16,137.68,1,4,4,LOYAL,9,2
36,13,137.6,4,3,4,VIP,11,2
378,9,137.55,1,2,4,CHURN,7,1
61,14,137.52,3,4,4,VIP,11,2
91,10,137.5,3,3,4,VIP,10,0
274,8,137.5,2,2,4,CHURN,8,0
27,12,137.4,4,3,4,VIP,11,2
30,13,137.15,4,3,4,VIP,11,2
75,17,137.1,3,4,4,VIP,11,2
224,16,137.0,2,4,4,LOYAL,10,2
18,14,137.0,4,4,4,VIP,12,2
233,8,137.0,2,2,4,CHURN,8,0
154,11,137.0,2,3,4,LOYAL,9,2
143,18,136.92,2,4,4,LOYAL,10,2
452,7,136.9,1,2,4,CHURN,7,1
276,11,136.8,2,3,4,LOYAL,9,2
140,14,136.75,3,4,4,VIP,11,2
246,9,136.7,2,2,4,CHURN,8,0
104,16,136.6,3,4,4,VIP,11,2
164,17,136.38,2,4,4,LOYAL,10,2
1,9,136.2,4,2,4,NEW,10,0
145,13,136.2,2,3,4,LOYAL,9,2
108,6,136.2,3,1,4,NEW,8,0
158,20,136.15,2,4,4,LOYAL,10,2
8,19,136.09,4,4,4,VIP,12,2
3,13,135.99,4,3,4,VIP,11,2
30,21,135.9,4,4,4,VIP,12,2
118,17,135.8,3,4,4,VIP,11,2
208,14,135.8,2,4,4,LOYAL,10,2
58,12,135.7,3,3,4,VIP,10,2
243,11,135.7,2,3,4,LOYAL,9,2
340,12,135.7,1,3,4,LOYAL,8,2
138,15,135.69,3,4,4,VIP,11,2
42,15,135.6,4,4,4,VIP,12,2
144,23,135.4,2,4,4,LOYAL,10,2
10,18,135.4,4,4,4,VIP,12,2
94,14,135.35,3,4,4,VIP,11,2
330,18,135.34,1,4,4,LOYAL,9,2
25,17,135.32,4,4,4,VIP,12,2
332,14,135.3,1,4,4,LOYAL,9,2
363,17,135.2,1,4,4,LOYAL,9,2
127,22,135.15,3,4,4,VIP,11,2
51,16,135.1,4,4,4,VIP,12,2
68,13,135.0,3,3,4,VIP,10,2
296,9,134.98,1,2,4,CHURN,7,0
62,18,134.8,3,4,4,VIP,11,2
45,15,134.7,4,4,4,VIP,12,2
50,23,134.61,4,4,4,VIP,12,2
87,8,134.6,3,2,4,NEW,9,0
83,21,134.57,3,4,4,VIP,11,2
29,9,134.5,4,2,4,NEW,10,0
341,17,134.45,1,4,4,LOYAL,9,2
71,16,134.45,3,4,4,VIP,11,2
32,18,134.4,4,4,4,VIP,12,2
10,13,134.29,4,3,4,VIP,11,2
104,14,134.25,3,4,4,VIP,11,2
98,10,134.2,3,3,4,VIP,10,0
89,12,134.0,3,3,4,VIP,10,2
47,13,133.95,4,3,4,VIP,11,2
144,14,133.9,2,4,4,LOYAL,10,2
193,11,133.9,2,3,4,LOYAL,9,2
257,11,133.9,2,3,4,LOYAL,9,2
23,18,133.8,4,4,4,VIP,12,2
135,14,133.8,3,4,4,VIP,11,2
126,7,133.7,3,2,4,NEW,9,0
190,17,133.6,2,4,4,LOYAL,10,2
81,12,133.39,3,3,4,VIP,10,2
36,11,133.35,4,3,4,VIP,11,2
35,19,133.3,4,4,4,VIP,12,2
51,16,133.3,4,4,4,VIP,12,2
76,16,133.25,3,4,4,VIP,11,2
131,12,133.2,3,3,4,VIP,10,2
155,16,133.0,2,4,4,LOYAL,10,2
73,10,132.96,3,3,4,VIP,10,0
12,12,132.81,4,3,4,VIP,11,2
35,10,132.8,4,3,4,VIP,11,0
300,17,132.7,1,4,4,LOYAL,9,2
152,12,132.63,2,3,4,LOYAL,9,2
31,13,132.62,4,3,4,VIP,11,2
62,11,132.61,3,3,4,VIP,10,2
136,13,132.52,3,3,4,VIP,10,2
238,17,132.5,2,4,4,LOYAL,10,2
7,21,132.39,4,4,4,VIP,12,2
30,16,132.35,4,4,4,VIP,12,2
54,16,132.27,4,4,4,VIP,12,2
4,13,132.1,4,3,4,VIP,11,2
314,13,132.05,1,3,4,LOYAL,8,2
22,13,132.0,4,3,4,VIP,11,2
246,14,131.8,2,4,4,LOYAL,10,2
74,9,131.8,3,2,4,NEW,9,0
17,14,131.7,4,4,4,VIP,12,2
149,13,131.64,2,3,4,LOYAL,9,2
163,11,131.63,2,3,4,LOYAL,9,2
6,17,131.56,4,4,4,VIP,12,2
113,10,131.44,3,3,4,VIP,10,0
287,13,131.4,1,3,4,LOYAL,8,2
122,12,131.3,3,3,4,VIP,10,2
264,9,131.16,2,2,4,CHURN,8,0
47,12,131.0,4,3,4,VIP,11,2
72,11,131.0,3,3,4,VIP,10,2
36,23,131.0,4,4,4,VIP,12,2
34,12,130.9,4,3,4,VIP,11,2
19,13,130.7,4,3,4,VIP,11,2
191,16,130.6,2,4,4,LOYAL,10,2
224,21,130.6,2,4,4,LOYAL,10,2
152,19,130.5,2,4,4,LOYAL,10,2
214,15,130.5,2,4,4,LOYAL,10,2
224,13,130.34,2,3,4,LOYAL,9,2
11,11,130.3,4,3,4,VIP,11,2
41,16,130.2,4,4,4,VIP,12,2
179,15,130.06,2,4,4,LOYAL,10,2
112,17,130.05,3,4,4,VIP,11,2
470,12,130.0,1,3,4,LOYAL,8,1
53,14,129.9,4,4,4,VIP,12,2
1,10,129.9,4,3,4,VIP,11,0
122,17,129.8,3,4,4,VIP,11,2
227,9,129.7,2,2,4,CHURN,8,0
24,23,129.66,4,4,4,VIP,12,2
53,17,129.64,4,4,4,VIP,12,2
84,15,129.4,3,4,4,VIP,11,2
90,20,129.38,3,4,4,VIP,11,2
65,9,129.34,3,2,4,NEW,9,0
103,16,129.32,3,4,4,VIP,11,2
141,11,129.16,3,3,4,VIP,10,2
121,14,129.0,3,4,4,VIP,11,2
64,15,129.0,3,4,4,VIP,11,2
162,17,128.95,2,4,4,LOYAL,10,2
126,10,128.95,3,3,4,VIP,10,0
230,11,128.9,2,3,4,LOYAL,9,0
1,6,128.9,4,1,4,NEW,9,0
34,14,128.8,4,4,4,VIP,12,2
333,12,128.7,1,3,4,LOYAL,8,2
158,12,128.55,2,3,4,LOYAL,9,2
5,13,128.5,4,3,4,VIP,11,2
198,19,128.5,2,4,4,LOYAL,10,2
12,16,128.45,4,4,4,VIP,12,2
10,14,128.42,4,4,4,VIP,12,2
120,20,128.25,3,4,4,VIP,11,2
36,15,128.2,4,4,4,VIP,12,2
463,15,128.03,1,4,4,LOYAL,9,2
49,8,128.0,4,2,4,NEW,10,0
208,15,127.91,2,4,4,LOYAL,10,2
307,14,127.84,1,4,4,LOYAL,9,2
95,12,127.8,3,3,4,VIP,10,2
14,10,127.8,4,3,4,VIP,11,0
59,18,127.7,3,4,4,VIP,11,2
138,11,127.7,3,3,4,VIP,10,0
118,11,127.7,3,3,4,VIP,10,0
33,21,127.61,4,4,4,VIP,12,2
3,11,127.6,4,3,4,VIP,11,2
31,15,127.6,4,4,4,VIP,12,2
284,16,127.52,1,4,4,LOYAL,9,2
10,14,127.48,4,4,4,VIP,12,2
102,20,127.22,3,4,4,VIP,11,2
233,14,127.2,2,4,4,LOYAL,10,2
131,11,127.2,3,3,4,VIP,10,0
475,6,127.1,1,1,4,CHURN,6,1
55,19,127.08,4,4,4,VIP,12,2
180,13,127.05,2,3,4,LOYAL,9,2
461,10,127.05,1,3,4,LOYAL,8,1
85,12,126.96,3,3,4,VIP,10,2
140,13,126.92,3,3,4,VIP,10,2
173,21,126.9,2,4,4,LOYAL,10,2
222,16,126.85,2,4,4,LOYAL,10,2
50,14,126.8,4,4,4,VIP,12,2
45,12,126.65,4,3,4,VIP,11,2
323,7,126.5,1,2,4,CHURN,7,0
176,18,126.24,2,4,4,LOYAL,10,2
131,14,126.1,3,4,4,VIP,11,2
213,9,126.1,2,2,4,CHURN,8,0
52,11,125.9,4,3,4,VIP,11,0
131,16,125.8,3,4,4,VIP,11,2
404,16,125.8,1,4,4,LOYAL,9,2
66,17,125.7,3,4,4,VIP,11,2
312,14,125.6,1,4,4,LOYAL,9,2
82,10,125.6,3,3,4,VIP,10,0
0,13,125.6,4,3,4,VIP,11,2
117,13,125.49,3,3,4,VIP,10,2
85,19,125.4,3,4,4,VIP,11,2
81,15,125.34,3,4,4,VIP,11,2
137,15,125.25,3,4,4,VIP,11,2
86,12,125.24,3,3,4,VIP,10,2
306,11,125.15,1,3,4,LOYAL,8,0
12,14,125.14,4,4,4,VIP,12,2
156,12,125.14,2,3,4,LOYAL,9,2
16,17,125.11,4,4,4,VIP,12,2
117,20,125.01,3,4,4,VIP,11,2
32,16,124.95,4,4,4,VIP,12,2
20,16,124.87,4,4,4,VIP,12,2
277,10,124.75,2,3,4,LOYAL,9,0
223,12,124.7,2,3,4,LOYAL,9,2
20,15,124.64,4,4,4,VIP,12,2
240,14,124.6,2,4,4,LOYAL,10,2
317,5,124.6,1,1,4,CHURN,6,1
131,17,124.5,3,4,4,VIP,11,2
140,16,124.45,3,4,4,VIP,11,2
106,14,124.4,3,4,4,VIP,11,2
3,11,124.3,4,3,4,VIP,11,0
59,10,124.22,3,3,4,VIP,10,0
58,14,124.2,3,4,4,VIP,11,2
227,9,124.2,2,2,4,CHURN,8,0
84,17,124.2,3,4,4,VIP,11,2
2,16,124.1,4,4,4,VIP,12,2
376,17,124.05,1,4,4,LOYAL,9,2
31,8,124.02,4,2,4,NEW,10,0
43,12,124.0,4,3,4,VIP,11,2
340,14,124.0,1,4,4,LOYAL,9,2
107,13,123.7,3,3,4,VIP,10,2
91,14,123.62,3,4,4,VIP,11,2
185,18,123.6,2,4,4,LOYAL,10,2
87,12,123.6,3,3,4,VIP,10,2
73,17,123.56,3,4,4,VIP,11,2
172,15,123.55,2,4,4,LOYAL,10,2
52,14,123.52,4,4,4,VIP,12,2
36,16,123.5,4,4,4,VIP,12,2
128,19,123.5,3,4,4,VIP,11,2
106,14,123.49,3,4,4,VIP,11,2
81,9,123.42,3,2,4,NEW,9,0
46,11,123.4,4,3,4,VIP,11,0
25,14,123.12,4,4,4,VIP,12,2
3,22,123.1,4,4,4,VIP,12,2
200,14,122.92,2,4,4,LOYAL,10,2
57,13,122.8,4,3,4,VIP,11,2
272,18,122.7,2,4,4,LOYAL,10,2
218,10,122.7,2,3,4,LOYAL,9,0
10,14,122.64,4,4,4,VIP,12,2
518,6,122.6,1,1,4,CHURN,6,1
162,11,122.6,2,3,4,LOYAL,9,0
135,10,122.6,3,3,4,VIP,10,0
81,15,122.5,3,4,4,VIP,11,2
22,9,122.4,4,2,4,NEW,10,0
34,11,122.4,4,3,4,VIP,11,0
28,16,122.15,4,4,4,VIP,12,2
129,16,122.04,3,4,4,VIP,11,2
34,12,121.8,4,3,4,VIP,11,2
92,14,121.8,3,4,4,VIP,11,2
358,12,121.7,1,3,4,LOYAL,8,0
185,15,121.65,2,4,4,LOYAL,10,2
162,13,121.64,2,3,4,LOYAL,9,2
184,11,121.62,2,3,4,LOYAL,9,0
151,20,121.6,2,4,4,LOYAL,10,2
278,9,121.6,2,2,4,CHURN,8,0
175,14,121.4,2,4,4,LOYAL,10,2
338,10,121.31,1,3,4,LOYAL,8,0
414,9,121.29,1,2,4,CHURN,7,1
47,7,121.2,4,2,4,NEW,10,0
197,13,121.2,2,3,4,LOYAL,9,2
22,11,121.2,4,3,4,VIP,11,0
173,16,121.12,2,4,4,LOYAL,10,2
284,9,121.1,1,2,4,CHURN,7,0
33,11,120.9,4,3,4,VIP,11,0
287,9,120.85,1,2,4,CHURN,7,0
84,11,120.84,3,3,4,VIP,10,0
92,19,120.62,3,4,4,VIP,11,2
62,11,120.56,3,3,4,VIP,10,0
103,8,120.55,3,2,4,NEW,9,0
3,21,120.49,4,4,4,VIP,12,2
373,12,120.4,1,3,4,LOYAL,8,0
17,6,120.3,4,1,4,NEW,9,0
13,15,120.2,4,4,4,VIP,12,2
76,11,120.12,3,3,4,VIP,10,0
154,10,120.1,2,3,4,LOYAL,9,0
105,21,120.05,3,4,4,VIP,11,2
37,16,119.99,4,4,4,VIP,12,2
34,15,119.92,4,4,4,VIP,12,2
233,13,119.9,2,3,4,LOYAL,9,2
124,17,119.9,3,4,4,VIP,11,2
18,9,119.8,4,2,4,NEW,10,0
330,14,119.72,1,4,4,LOYAL,9,2
172,15,119.65,2,4,4,LOYAL,10,2
101,14,119.65,3,4,4,VIP,11,2
25,12,119.6,4,3,4,VIP,11,2
359,13,119.52,1,3,4,LOYAL,8,2
135,14,119.5,3,4,4,VIP,11,2
38,13,119.49,4,3,4,VIP,11,2
92,17,119.26,3,4,4,VIP,11,2
51,16,119.15,4,4,4,VIP,12,2
105,12,119.1,3,3,4,VIP,10,0
78,21,119.05,3,4,4,VIP,11,2
200,10,119.0,2,3,4,LOYAL,9,0
226,15,119.0,2,4,4,LOYAL,10,2
2,14,118.95,4,4,4,VIP,12,2
276,11,118.8,2,3,4,LOYAL,9,0
131,13,118.8,3,3,4,VIP,10,2
94,19,118.76,3,4,4,VIP,11,2
257,13,118.75,2,3,4,LOYAL,9,2
179,13,118.64,2,3,4,LOYAL,9,2
40,15,118.51,4,4,4,VIP,12,2
58,11,118.4,3,3,4,VIP,10,0
41,15,118.4,4,4,4,VIP,12,2
402,13,118.38,1,3,4,LOYAL,8,1
238,10,118.26,2,3,4,LOYAL,9,0
29,12,118.2,4,3,4,VIP,11,0
135,9,118.2,3,2,4,NEW,9,0
297,13,118.1,1,3,4,LOYAL,8,2
33,10,118.08,4,3,4,VIP,11,0
85,11,117.95,3,3,4,VIP,10,0
145,15,117.9,2,4,4,LOYAL,10,2
51,16,117.9,4,4,4,VIP,12,2
140,12,117.9,3,3,4,VIP,10,0
14,10,117.9,4,3,4,VIP,11,0
20,15,117.75,4,4,4,VIP,12,2
185,15,117.68,2,4,4,LOYAL,10,2
159,15,117.66,2,4,4,LOYAL,10,2
222,14,117.65,2,4,4,LOYAL,10,2
10,13,117.6,4,3,4,VIP,11,2
571,6,117.5,1,1,4,CHURN,6,1
60,24,117.42,3,4,4,VIP,11,2
177,15,117.4,2,4,4,LOYAL,10,2
44,17,117.4,4,4,4,VIP,12,2
216,17,117.35,2,4,4,LOYAL,10,2
221,16,117.3,2,4,4,LOYAL,10,2
20,14,117.1,4,4,4,VIP,12,2
631,8,117.06,1,2,4,CHURN,7,1
37,17,117.04,4,4,4,VIP,12,2
15,14,117.04,4,4,4,VIP,12,2
7,14,117.0,4,4,4,VIP,12,2
33,13,116.9,4,3,4,VIP,11,2
273,8,116.9,2,2,4,CHURN,8,0
186,12,116.8,2,3,4,LOYAL,9,0
230,13,116.8,2,3,4,LOYAL,9,2
4,13,116.69,4,3,4,VIP,11,2
9,7,116.65,4,2,4,NEW,10,0
10,13,116.5,4,3,4,VIP,11,2
188,10,116.48,2,3,4,LOYAL,9,0
166,16,116.32,2,4,4,LOYAL,10,2
192,9,116.32,2,2,4,CHURN,8,0
80,24,116.3,3,4,4,VIP,11,2
41,14,116.0,4,4,4,VIP,12,2
195,15,116.0,2,4,4,LOYAL,10,2
78,12,115.91,3,3,4,VIP,10,0
141,16,115.9,3,4,4,VIP,11,2
16,17,115.9,4,4,4,VIP,12,2
244,14,115.9,2,4,4,LOYAL,10,2
48,10,115.8,4,3,4,VIP,11,0
26,12,115.55,4,3,4,VIP,11,0
45,13,115.3,4,3,4,VIP,11,2
8,13,115.3,4,3,4,VIP,11,2
83,9,115.3,3,2,4,NEW,9,0
38,20,115.28,4,4,3,VIP,11,2
76,9,115.26,3,2,3,NEW,8,0
501,9,115.2,1,2,3,CHURN,6,1
105,17,115.2,3,4,3,VIP,10,2
52,17,115.16,4,4,3,VIP,11,2
373,10,115.02,1,3,3,LOYAL,7,1
195,16,115.0,2,4,3,LOYAL,9,2
255,5,115.0,2,1,3,CHURN,6,0
67,2,114.9,3,1,3,NEW,7,0
45,9,114.88,4,2,3,NEW,9,0
81,7,114.8,3,2,3,NEW,8,0
1,13,114.75,4,3,3,VIP,10,2
42,18,114.7,4,4,3,VIP,11,2
9,15,114.69,4,4,3,VIP,11,2
146,11,114.62,2,3,3,LOYAL,8,0
417,10,114.6,1,3,3,LOYAL,7,1
207,15,114.5,2,4,3,LOYAL,9,2
39,13,114.44,4,3,3,VIP,10,2
180,8,114.36,2,2,3,CHURN,7,0
266,13,114.3,2,3,3,LOYAL,8,2
220,12,114.3,2,3,3,LOYAL,8,0
45,11,114.24,4,3,3,VIP,10,0
195,12,114.1,2,3,3,LOYAL,8,0
110,5,114.0,3,1,3,NEW,7,0
78,16,114.0,3,4,3,VIP,10,2
8,14,114.0,4,4,3,VIP,11,2
35,12,114.0,4,3,3,VIP,10,0
65,14,113.8,3,4,3,VIP,10,2
272,10,113.75,2,3,3,LOYAL,8,0
126,12,113.7,3,3,3,VIP,9,0
90,15,113.7,3,4,3,VIP,10,2
7,16,113.7,4,4,3,VIP,11,2
253,16,113.66,2,4,3,LOYAL,9,2
236,11,113.62,2,3,3,LOYAL,8,0
253,16,113.56,2,4,3,LOYAL,9,2
146,12,113.5,2,3,3,LOYAL,8,0
311,13,113.4,1,3,3,LOYAL,7,2
138,19,113.35,3,4,3,VIP,10,2
66,13,113.35,3,3,3,VIP,9,2
118,12,113.3,3,3,3,VIP,9,0
7,11,113.22,4,3,3,VIP,10,0
119,13,113.16,3,3,3,VIP,9,2
47,20,113.15,4,4,3,VIP,11,2
13,19,113.1,4,4,3,VIP,11,2
306,21,113.05,1,4,3,LOYAL,8,2
33,19,113.0,4,4,3,VIP,11,2
96,17,113.0,3,4,3,VIP,10,2
541,7,113.0,1,2,3,CHURN,6,1
325,12,112.96,1,3,3,LOYAL,7,0
111,17,112.9,3,4,3,VIP,10,2
51,13,112.9,4,3,3,VIP,10,2
51,11,112.8,4,3,3,VIP,10,0
294,8,112.8,1,2,3,CHURN,6,0
291,10,112.76,1,3,3,LOYAL,7,0
312,13,112.6,1,3,3,LOYAL,7,0
475,5,112.6,1,1,3,CHURN,5,1
102,16,112.6,3,4,3,VIP,10,2
108,15,112.5,3,4,3,VIP,10,2
7,16,112.5,4,4,3,VIP,11,2
271,9,112.4,2,2,3,CHURN,7,0
163,8,112.3,2,2,3,CHURN,7,0
48,11,112.1,4,3,3,VIP,10,0
532,9,112.0,1,2,3,CHURN,6,1
366,14,112.0,1,4,3,LOYAL,8,2
112,8,112.0,3,2,3,NEW,8,0
129,8,111.9,3,2,3,NEW,8,0
126,13,111.84,3,3,3,VIP,9,2
19,16,111.8,4,4,3,VIP,11,2
317,12,111.78,1,3,3,LOYAL,7,0
13,12,111.7,4,3,3,VIP,10,0
18,9,111.7,4,2,3,NEW,9,0
432,12,111.62,1,3,3,LOYAL,7,1
77,17,111.5,3,4,3,VIP,10,2
484,5,111.45,1,1,3,CHURN,5,1
54,12,111.36,4,3,3,VIP,10,0
57,10,111.3,4,3,3,VIP,10,0
11,10,111.3,4,3,3,VIP,10,0
379,12,111.3,1,3,3,LOYAL,7,1
90,11,111.27,3,3,3,VIP,9,0
142,11,111.23,2,3,3,LOYAL,8,0
411,10,111.2,1,3,3,LOYAL,7,1
73,7,111.2,3,2,3,NEW,8,0
145,12,111.2,2,3,3,LOYAL,8,0
15,9,111.16,4,2,3,NEW,9,0
62,16,111.15,3,4,3,VIP,10,2
85,13,111.1,3,3,3,VIP,9,2
23,17,110.96,4,4,3,VIP,11,2
387,10,110.9,1,3,3,LOYAL,7,1
16,17,110.8,4,4,3,VIP,11,2
85,15,110.8,3,4,3,VIP,10,2
15,13,110.7,4,3,3,VIP,10,2
69,11,110.7,3,3,3,VIP,9,0
58,13,110.7,3,3,3,VIP,9,2
148,14,110.7,2,4,3,LOYAL,9,2
148,14,110.6,2,4,3,LOYAL,9,2
258,15,110.58,2,4,3,LOYAL,9,2
16,16,110.55,4,4,3,VIP,11,2
22,12,110.5,4,3,3,VIP,10,0
18,15,110.5,4,4,3,VIP,11,2
107,12,110.4,3,3,3,VIP,9,0
71,9,110.4,3,2,3,NEW,8,0
44,16,110.2,4,4,3,VIP,11,2
294,9,110.15,1,2,3,CHURN,6,0
589,10,110.0,1,3,3,LOYAL,7,1
304,8,109.9,1,2,3,CHURN,6,0
162,10,109.8,2,3,3,LOYAL,8,0
27,12,109.8,4,3,3,VIP,10,0
47,15,109.72,4,4,3,VIP,11,2
24,12,109.6,4,3,3,VIP,10,0
78,8,109.54,3,2,3,NEW,8,0
149,11,109.5,2,3,3,LOYAL,8,0
108,12,109.42,3,3,3,VIP,9,0
44,16,109.4,4,4,3,VIP,11,2
259,14,109.3,2,4,3,LOYAL,9,2
177,11,109.22,2,3,3,LOYAL,8,0
27,15,109.2,4,4,3,VIP,11,2
229,13,109.2,2,3,3,LOYAL,8,0
40,15,109.12,4,4,3,VIP,11,2
40,9,109.1,4,2,3,NEW,9,0
75,17,109.07,3,4,3,VIP,10,2
65,8,109.0,3,2,3,NEW,8,0
73,13,108.96,3,3,3,VIP,9,0
56,10,108.95,4,3,3,VIP,10,0
128,10,108.9,3,3,3,VIP,9,0
144,13,108.8,2,3,3,LOYAL,8,0
131,20,108.8,3,4,3,VIP,10,2
243,10,108.8,2,3,3,LOYAL,8,0
104,14,108.8,3,4,3,VIP,10,2
33,14,108.7,4,4,3,VIP,11,2
25,14,108.65,4,4,3,VIP,11,2
19,11,108.6,4,3,3,VIP,10,0
148,4,108.6,2,1,3,CHURN,6,0
94,12,108.6,3,3,3,VIP,9,0
234,12,108.5,2,3,3,LOYAL,8,0
14,12,108.5,4,3,3,VIP,10,0
12,4,108.5,4,1,3,NEW,8,0
323,12,108.48,1,3,3,LOYAL,7,0
0,11,108.4,4,3,3,VIP,10,0
15,10,108.4,4,3,3,VIP,10,0
123,5,108.3,3,1,3,NEW,7,0
29,15,108.21,4,4,3,VIP,11,2
382,9,108.15,1,2,3,CHURN,6,1
296,13,108.1,1,3,3,LOYAL,7,0
69,6,108.1,3,1,3,NEW,7,0
29,11,108.04,4,3,3,VIP,10,0
278,17,108.04,2,4,3,LOYAL,9,2
7,15,108.0,4,4,3,VIP,11,2
53,12,108.0,4,3,3,VIP,10,0
381,10,107.9,1,3,3,LOYAL,7,1
101,12,107.85,3,3,3,VIP,9,0
5,8,107.8,4,2,3,NEW,9,0
220,16,107.75,2,4,3,LOYAL,9,2
408,5,107.6,1,1,3,CHURN,5,1
172,13,107.6,2,3,3,LOYAL,8,0
99,13,107.5,3,3,3,VIP,9,0
194,10,107.5,2,3,3,LOYAL,8,0
39,12,107.46,4,3,3,VIP,10,0
145,18,107.42,2,4,3,LOYAL,9,2
162,14,107.4,2,4,3,LOYAL,9,2
385,7,107.4,1,2,3,CHURN,6,1
36,10,107.4,4,3,3,VIP,10,0
125,9,107.39,3,2,3,NEW,8,0
91,11,107.34,3,3,3,VIP,9,0
102,10,107.3,3,3,3,VIP,9,0
54,6,107.3,4,1,3,NEW,8,0
27,19,107.3,4,4,3,VIP,11,2
108,14,107.2,3,4,3,VIP,10,2
443,12,107.2,1,3,3,LOYAL,7,1
61,12,107.14,3,3,3,VIP,9,0
346,13,107.14,1,3,3,LOYAL,7,0
50,11,107.11,4,3,3,VIP,10,0
112,11,107.0,3,3,3,VIP,9,0
13,10,106.93,4,3,3,VIP,10,0
79,10,106.9,3,3,3,VIP,9,0
91,15,106.75,3,4,3,VIP,10,2
191,10,106.64,2,3,3,LOYAL,8,0
229,9,106.6,2,2,3,CHURN,7,0
131,11,106.6,3,3,3,VIP,9,0
161,8,106.52,2,2,3,CHURN,7,0
59,17,106.48,3,4,3,VIP,10,2
113,15,106.3,3,4,3,VIP,10,2
27,15,106.2,4,4,3,VIP,11,2
66,8,106.2,3,2,3,NEW,8,0
132,7,106.1,3,2,3,NEW,8,0
13,10,106.0,4,3,3,VIP,10,0
299,6,105.9,1,1,3,CHURN,5,1
12,12,105.85,4,3,3,VIP,10,0
137,13,105.8,3,3,3,VIP,9,0
37,14,105.75,4,4,3,VIP,11,2
236,11,105.7,2,3,3,LOYAL,8,0
4,16,105.66,4,4,3,VIP,11,2
31,15,105.6,4,4,3,VIP,11,2
124,15,105.55,3,4,3,VIP,10,2
10,16,105.55,4,4,3,VIP,11,2
288,12,105.5,1,3,3,LOYAL,7,0
85,17,105.45,3,4,3,VIP,10,2
134,18,105.39,3,4,3,VIP,10,2
217,15,105.3,2,4,3,LOYAL,9,2
24,13,105.3,4,3,3,VIP,10,0
82,15,105.24,3,4,3,VIP,10,2
14,10,105.1,4,3,3,VIP,10,0
168,8,105.1,2,2,3,CHURN,7,0
19,12,105.05,4,3,3,VIP,10,0
118,16,105.0,3,4,3,VIP,10,2
117,14,105.0,3,4,3,VIP,10,2
32,14,104.95,4,4,3,VIP,11,2
261,10,104.9,2,3,3,LOYAL,8,0
39,13,104.9,4,3,3,VIP,10,0
231,11,104.85,2,3,3,LOYAL,8,0
98,13,104.8,3,3,3,VIP,9,0
8,15,104.8,4,4,3,VIP,11,2
330,12,104.77,1,3,3,LOYAL,7,0
282,15,104.75,1,4,3,LOYAL,8,2
86,11,104.7,3,3,3,VIP,9,0
173,8,104.7,2,2,3,CHURN,7,0
501,11,104.69,1,3,3,LOYAL,7,1
140,7,104.6,3,2,3,NEW,8,0
14,10,104.5,4,3,3,VIP,10,0
191,8,104.5,2,2,3,CHURN,7,0
97,13,104.4,3,3,3,VIP,9,0
82,20,104.31,3,4,3,VIP,10,2
56,10,104.3,4,3,3,VIP,10,0
12,25,104.25,4,4,3,VIP,11,2
431,8,104.2,1,2,3,CHURN,6,1
63,13,104.1,3,3,3,VIP,9,0
179,10,104.02,2,3,3,LOYAL,8,0
511,5,104.0,1,1,3,CHURN,5,1
28,6,103.8,4,1,3,NEW,8,0
124,8,103.8,3,2,3,NEW,8,0
51,11,103.8,4,3,3,VIP,10,0
66,6,103.7,3,1,3,NEW,7,0
91,12,103.6,3,3,3,VIP,9,0
82,14,103.4,3,4,3,VIP,10,2
35,9,103.3,4,2,3,NEW,9,0
285,10,103.2,1,3,3,LOYAL,7,0
101,14,103.1,3,4,3,VIP,10,2
342,10,103.0,1,3,3,LOYAL,7,1
88,7,103.0,3,2,3,NEW,8,0
197,13,103.0,2,3,3,LOYAL,8,0
232,11,102.75,2,3,3,LOYAL,8,0
327,7,102.7,1,2,3,CHURN,6,1
125,9,102.6,3,2,3,NEW,8,0
24,12,102.6,4,3,3,VIP,10,0
299,13,102.52,1,3,3,LOYAL,7,0
67,12,102.36,3,3,3,VIP,9,0
48,13,102.35,4,3,3,VIP,10,0
13,16,102.35,4,4,3,VIP,11,2
93,7,102.34,3,2,3,NEW,8,0
54,16,102.3,4,4,3,VIP,11,2
33,16,102.2,4,4,3,VIP,11,2
2,12,102.2,4,3,3,VIP,10,0
19,13,102.2,4,3,3,VIP,10,0
79,8,102.2,3,2,3,NEW,8,0
152,17,102.16,2,4,3,LOYAL,9,2
87,9,102.14,3,2,3,NEW,8,0
108,13,102.14,3,3,3,VIP,9,0
10,12,102.0,4,3,3,VIP,10,0
255,8,101.95,2,2,3,CHURN,7,0
19,7,101.9,4,2,3,NEW,9,0
